timeseg,chrom,region,ID,Name,fullname,EntrezGene
Timepoint 4 --> 5,3R,3R:23774380-23777882,FBgn0039562,Gp93,Glycoprotein 93,43354
Timepoint 4 --> 5,3R,3R:23780639-23783048,FBgn0039564,CG5527,,43356
Timepoint 4 --> 5,3R,3R:23783106-23784307,FBgn0039565,CG4884,,43357
Timepoint 4 --> 5,3R,3R:23789138-23792680,FBgn0039566,CG4849,,43358
Timepoint 4 --> 5,3R,3R:23792730-23814089,FBgn0003890,betaTub97EF,beta-Tubulin at 97EF,43359
Timepoint 4 --> 5,3R,3R:23852334-23911484,FBgn0085391,CG34362,,43362
Timepoint 4 --> 5,3R,3R:23972546-24064952,FBgn0085383,CG34354,,5740528
Timepoint 4 --> 5,3R,3R:24088457-24089344,FBgn0262588,CG43125,,NA
Timepoint 4 --> 5,3R,3R:24089610-24090495,FBgn0262587,CG43124,,NA
Timepoint 4 --> 5,3R,3R:24108302-24109236,FBgn0085465,CG34436,,5740743
Timepoint 4 --> 5,3R,3R:24143905-24162162,FBgn0261618,larp,La related protein,53567
Timepoint 4 --> 5,3R,3R:24243926-24298931,FBgn0039584,beat-VI,beat-VI,43377
Timepoint 4 --> 5,3R,3R:24310279-24311720,FBgn0039585,CG1894,,43378
Timepoint 4 --> 5,3R,3R:24312675-24345120,FBgn0013813,Dhc98D,Dynein heavy chain at 89D,43379
Timepoint 4 --> 5,3R,3R:24345270-24346237,FBgn0051051,CG31051,,261634
Timepoint 4 --> 5,3R,3R:24346387-24366053,FBgn0003137,Ppn,Papilin,43872
Timepoint 4 --> 5,3R,3R:24367996-24370524,FBgn0039588,CG12413,,43382
Timepoint 4 --> 5,3R,3R:24406805-24410834,FBgn0000659,fkh,fork head,43383
Timepoint 4 --> 5,3R,3R:24411770-24413849,FBgn0262741,MRE23,mRNA-like ncRNA in embryogenesis 23,NA
Timepoint 4 --> 5,3R,3R:24423780-24425001,FBgn0026400,Noa36,Noa36,43384
Timepoint 4 --> 5,3R,3R:24425529-24431499,FBgn0001215,Hrb98DE,Heterogeneous nuclear ribonucleoprotein at 98DE,43385
Timepoint 4 --> 5,3R,3R:24431859-24434096,FBgn0039589,CG9986,,43386
Timepoint 4 --> 5,3R,3R:24433653-24460785,FBgn0039590,CG10011,,43387
Timepoint 4 --> 5,3R,3R:24462134-24464521,FBgn0039591,CG9988,,43388
Timepoint 4 --> 5,3R,3R:24467307-24468613,FBgn0039592,CG14062,,43389
Timepoint 4 --> 5,3R,3R:24501077-24521661,FBgn0039594,CG9990,,43391
Timepoint 4 --> 5,3R,3R:24521964-24560073,FBgn0027655,htt,huntingtin,43392
Timepoint 4 --> 5,3R,3R:24562831-24570485,FBgn0039595,AR-2,Allatostatin Receptor 2,43393
Timepoint 4 --> 5,3R,3R:24574105-24577313,FBgn0039596,CG10000,,43394
Timepoint 4 --> 5,3R,3R:24615339-24616205,FBgn0085324,CG34295,,5740413
Timepoint 4 --> 5,3R,3R:24616244-24617183,FBgn0039599,CG12558,,43397
Timepoint 4 --> 5,3R,3R:24637826-24643076,FBgn0039600,CG1646,,43399
Timepoint 4 --> 5,3R,3R:24671689-24695340,FBgn0051048,CG31048,,43404
Timepoint 4 --> 5,3R,3R:24679837-24684915,FBgn0028373,inx3,innexin 3,44266
Timepoint 4 --> 5,3R,3R:24696334-24714723,FBgn0053203,CG33203,,43414
Timepoint 4 --> 5,3R,3R:24706525-24708627,FBgn0039613,CG14527,,43412
Timepoint 4 --> 5,3R,3R:24709415-24711737,FBgn0027578,CG14526,,43413
Timepoint 4 --> 5,3R,3R:24713799-24748494,FBgn0259220,Doa,Darkener of apricot,43415
Timepoint 4 --> 5,3R,3R:24750717-24796076,FBgn0039617,CG14521,,43417
Timepoint 4 --> 5,3R,3R:24818699-24846128,FBgn0039620,CG1443,,43420
Timepoint 4 --> 5,3R,3R:24864896-24872756,FBgn0003093,Pkc98E,Protein C kinase 98E,43428
Timepoint 4 --> 5,3R,3R:24890065-24932543,FBgn0039633,CG11873,,43435
Timepoint 4 --> 5,3R,3R:24949104-24953972,FBgn0039637,CG11880,,43440
Timepoint 4 --> 5,3R,3R:24954306-24956651,FBgn0039638,dgt6,dim gamma-tubulin 6,43441
Timepoint 4 --> 5,3R,3R:25202987-25312426,FBgn0004369,Ptp99A,Protein tyrosine phosphatase 99A,43469
Timepoint 4 --> 5,3R,3R:25320524-25324649,FBgn0039667,CG2010,,43475
Timepoint 4 --> 5,3R,3R:25417542-25442879,FBgn0086361,alph,alphabet,43481
Timepoint 4 --> 5,3R,3R:25456026-25485706,FBgn0015129,DopR2,Dopamine receptor 2,43484
Timepoint 4 --> 5,3R,3R:25492536-25494599,FBgn0039676,ppk20,pickpocket 20,43486
Timepoint 4 --> 5,3R,3R:25499855-25501141,FBgn0025457,Bub3,Bub3,43490
Timepoint 4 --> 5,3R,3R:25501399-25505979,FBgn0039680,CAP-D2,CAP-D2 condensin subunit,43491
Timepoint 4 --> 5,3R,3R:25511458-25512501,FBgn0039682,Obp99c,Odorant-binding protein 99c,43494
Timepoint 4 --> 5,3R,3R:25518313-25522747,FBgn0039683,dmrt99B,doublesex-Mab related 99B,43495
Timepoint 4 --> 5,3R,3R:25551552-25558388,FBgn0039688,Kul,Kuzbanian-like,43501
Timepoint 4 --> 5,3R,3R:25592497-25619838,FBgn0001297,kay,kayak,3772082
Timepoint 4 --> 5,3R,3R:25604995-25606453,FBgn0039694,fig,fos intronic gene,43511
Timepoint 4 --> 5,3R,3R:25644834-25651522,FBgn0039704,neo,neyo,43523
Timepoint 4 --> 5,3R,3R:25653003-25660823,FBgn0039705,CG31033,,326115
Timepoint 4 --> 5,3R,3R:25667379-25680421,FBgn0039709,Cad99C,Cad99C,43528
Timepoint 4 --> 5,3R,3R:25689423-25694618,FBgn0039714,CG7816,,43533
Timepoint 4 --> 5,3R,3R:25702805-25728953,FBgn0051038,CG31038,,43535
Timepoint 4 --> 5,3R,3R:25740242-25746011,FBgn0003861,trp,transient receptor potential,43542
Timepoint 4 --> 5,3R,3R:25776518-25795169,FBgn0004622,Takr99D,Tachykinin-like receptor at 99D,43551
Timepoint 4 --> 5,3R,3R:25809174-25816514,FBgn0039728,CG7896,,43552
Timepoint 4 --> 5,3R,3R:25821079-25822760,FBgn0039731,sas-6,spindle assembly abnormal 6,43555
Timepoint 4 --> 5,3R,3R:25822683-25823399,FBgn0039732,CG15525,,43556
Timepoint 4 --> 5,3R,3R:25841227-25847980,FBgn0039738,Mgat2,Mgat2,43563
Timepoint 4 --> 5,3R,3R:25848566-25861033,FBgn0026597,Axn,Axin,43565
Timepoint 4 --> 5,3R,3R:25878236-25880420,FBgn0039743,CG7946,,43576
Timepoint 4 --> 5,3R,3R:25884037-25947101,FBgn0015542,sima,similar,43580
Timepoint 4 --> 5,3R,3R:25960997-25975328,FBgn0039747,AdoR,Adenosine receptor,43583
Timepoint 4 --> 5,3R,3R:25977784-25978993,FBgn0039748,CG15529,,43584
Timepoint 4 --> 5,3R,3R:25978744-25986195,FBgn0039749,CG11498,,43585
Timepoint 4 --> 5,3R,3R:25992353-25996925,FBgn0051028,CG31028,,43586
Timepoint 4 --> 5,3R,3R:25997160-26000273,FBgn0002773,Mlc2,Myosin light chain 2,43587
Timepoint 4 --> 5,3R,3R:26003599-26005903,FBgn0039752,CG15530,,43589
Timepoint 4 --> 5,3R,3R:26011145-26016797,FBgn0039754,CG9747,,43591
Timepoint 4 --> 5,3R,3R:26069698-26072425,FBgn0039759,CG9733,,43601
Timepoint 4 --> 5,3R,3R:26634349-26652542,FBgn0027598,cindr,CIN85 and CD2AP orthologue,43654
Timepoint 4 --> 5,3R,3R:26693245-26694908,FBgn0039805,Cpr100A,Cuticular protein 100A,43657
Timepoint 4 --> 5,3R,3R:26794864-26842569,FBgn0004573,5-HT7,Serotonin receptor 7,43669
Timepoint 4 --> 5,3R,3R:6940393-6941428,FBgn0037860,CG6629,,41324
Timepoint 4 --> 5,3R,3R:6996539-6998386,FBgn0026315,Ugt35a,UDP-glycosyltransferase 35a,41334
Timepoint 4 --> 5,3R,3R:6999163-7001130,FBgn0040250,Ugt86Dj,Ugt86Dj,53501
Timepoint 4 --> 5,3R,3R:8571758-8603874,FBgn0038084,beat-Vc,beat-Vc,41575
Timepoint 4 --> 5,3R,3R:8775764-8793434,FBgn0040493,granny-smith,granny smith,41587
Timepoint 4 --> 5,3R,3R:8858259-8863748,FBgn0003308,ry,rosy,41605
Timepoint 4 --> 5,3R,3R:8864135-8865906,FBgn0038113,CG11668,,41606
Timepoint 4 --> 5,3R,3R:8865887-8868492,FBgn0003450,snk,snake,41607
Timepoint 4 --> 5,3R,3R:8867790-8870123,FBgn0038114,CG11670,,41608
Timepoint 4 --> 5,3R,3R:8870481-8873112,FBgn0001217,Hsc70-2,Heat shock protein cognate 2,41609
Timepoint 4 --> 5,X,X:10607151-10638938,FBgn0052676,CG32676,,32005
Timepoint 4 --> 5,X,X:10751690-10757613,FBgn0030243,CG2186,,32017
Timepoint 4 --> 5,X,X:10861752-10931844,FBgn0259241,CG42339,,32033
Timepoint 4 --> 5,X,X:11118162-11141500,FBgn0261569,CG42683,,32064
Timepoint 4 --> 5,X,X:11219495-11228107,FBgn0030286,CG1657,,32070
Timepoint 4 --> 5,X,X:11263670-11302371,FBgn0001624,dlg1,discs large 1,32083
Timepoint 4 --> 5,X,X:11324559-11348335,FBgn0262740,CG11727,,32088
Timepoint 4 --> 5,X,X:11516061-11571371,FBgn0004370,Ptp10D,Protein tyrosine phosphatase 10D,32115
Timepoint 4 --> 5,X,X:11618701-11622847,FBgn0260812,inaF-D,inaF-D,32126
Timepoint 4 --> 5,X,X:11618373-11630650,FBgn0030331,CG15221,,32127
Timepoint 4 --> 5,X,X:11618701-11626803,FBgn0259918,inaF-B,inaF-B,8674114
Timepoint 4 --> 5,X,X:11620423-11627928,FBgn0085351,inaF-A,inaF-A,5740676
Timepoint 4 --> 5,X,X:11620423-11625798,FBgn0085350,inaF-C,inaF-C,5740497
Timepoint 4 --> 5,X,X:11648306-11663541,FBgn0002577,m,miniature,44835
Timepoint 4 --> 5,X,X:11826747-11879120,FBgn0263111,cac,cacophony,32158
Timepoint 4 --> 5,X,X:12087914-12226198,FBgn0259240,Ten-a,Tenascin accessory,32183
Timepoint 4 --> 5,X,X:12326259-12347683,FBgn0259680,Pkcdelta,Protein kinase C delta,32191
Timepoint 4 --> 5,X,X:12381006-12383484,FBgn0030394,Cpr11A,Cuticular protein 11A,32198
Timepoint 4 --> 5,X,X:12490106-12503943,FBgn0052654,Sec16,Sec16,32209
Timepoint 4 --> 5,X,X:12505947-12509563,FBgn0030407,CG2543,,32212
Timepoint 4 --> 5,X,X:12510349-12515251,FBgn0030408,CG11085,,32213
Timepoint 4 --> 5,X,X:12553395-12573736,FBgn0011837,Tis11,Tis11 homolog,32222
Timepoint 4 --> 5,X,X:12580031-12636476,FBgn0024308,Smr,Smrter,32225
Timepoint 4 --> 5,X,X:12659301-12665016,FBgn0030421,CG3812,,32230
Timepoint 4 --> 5,X,X:12685172-12780653,FBgn0259171,Pde9,Phosphodiesterase 9,32233
Timepoint 4 --> 5,X,X:12811510-12843763,FBgn0086675,fne,found in neurons,32245
Timepoint 4 --> 5,X,X:12930022-12970156,FBgn0261388,CG42629,,32253
Timepoint 4 --> 5,X,X:12990125-13006475,FBgn0263005,CG43313,,32259
Timepoint 4 --> 5,X,X:13033239-13047496,FBgn0052645,CG32645,,32264
Timepoint 4 --> 5,X,X:13108442-13152523,FBgn0004456,mew,multiple edematous wings,32275
Timepoint 4 --> 5,X,X:13212685-13223350,FBgn0085388,IP3K2,Inositol 1%2C4%2C5-triphosphate kinase 2,32285
Timepoint 4 --> 5,X,X:13264639-13274193,FBgn0030478,CG1640,,32292
Timepoint 4 --> 5,X,X:13298789-13303249,FBgn0030484,CG1681,,32299
Timepoint 4 --> 5,X,X:13339939-13413663,FBgn0052635,CG32635,,32303
Timepoint 4 --> 5,X,X:13487507-13496536,FBgn0004169,up,upheld,32314
Timepoint 4 --> 5,X,X:13513373-13518439,FBgn0030504,CG2691,,32320
Timepoint 4 --> 5,X,X:13518790-13557690,FBgn0030505,NFAT,NFAT homolog,32321
Timepoint 4 --> 5,X,X:13621237-13630311,FBgn0001087,g,garnet,44819
Timepoint 4 --> 5,X,X:13630603-13638688,FBgn0001612,l(1)dd4,lethal (1) discs degenerate 4,48481
Timepoint 4 --> 5,X,X:13632176-13633210,FBgn0030518,CG11134,,32334
Timepoint 4 --> 5,X,X:13633777-13635134,FBgn0030519,CG11151,,32335
Timepoint 4 --> 5,X,X:13677782-13705526,FBgn0261244,inaE,inactivation no afterpotential E,32343
Timepoint 4 --> 5,X,X:13724782-13739894,FBgn0052626,CG32626,,32352
Timepoint 4 --> 5,X,X:13759895-13879887,FBgn0263115,mamo,maternal gene required for meiosis,318111
Timepoint 4 --> 5,X,X:14122092-14128085,FBgn0259166,CG42271,,2768892
Timepoint 4 --> 5,X,X:14216259-14356404,FBgn0052600,dpr8,dpr8,32387
Timepoint 4 --> 5,X,X:14849510-14899359,FBgn0000535,eag,ether a go-go,32428
Timepoint 4 --> 5,X,X:14904716-14957440,FBgn0030600,hiw,highwire,32429
Timepoint 4 --> 5,X,X:14938141-14945533,FBgn0030603,CG5541,,2768877
Timepoint 4 --> 5,X,X:15137885-15138946,FBgn0030623,PPYR1,Protein phosphatase Y regulator 1,32453
Timepoint 4 --> 5,X,X:15193258-15212226,FBgn0261703,gce,germ cell-expressed bHLH-PAS,32457
Timepoint 4 --> 5,X,X:15280954-15335251,FBgn0263257,cngl,CNG channel-like,32468
Timepoint 4 --> 5,X,X:15371975-15375050,FBgn0030647,CG6324,,32481
Timepoint 4 --> 5,X,X:1775340-1783808,FBgn0023518,trr,trithorax-related,31149
Timepoint 4 --> 5,X,X:1785434-1794673,FBgn0000117,arm,armadillo,31151
Timepoint 4 --> 5,X,X:1974645-1987129,FBgn0040395,Unc-76,Unc-76,31179
Timepoint 4 --> 5,X,X:2088616-2099406,FBgn0023549,Mct1,Monocarboxylate transporter 1,31198
Timepoint 4 --> 5,X,X:20920991-20925143,FBgn0031149,CG1518,,33082
Timepoint 4 --> 5,X,X:20925034-20949964,FBgn0031150,bves,bves,33083
Timepoint 4 --> 5,X,X:20964871-20982444,FBgn0064123,stg1,stargazin-like protein,318064
Timepoint 4 --> 5,X,X:20964871-20982444,FBgn0031159,CG11566,,3772393
Timepoint 4 --> 5,X,X:2136137-2140079,FBgn0000810,fs(1)K10,female sterile (1) K10,47781
Timepoint 4 --> 5,X,X:2140264-2141609,FBgn0023523,Or2a,Odorant receptor 2a,31207
Timepoint 4 --> 5,X,X:2364493-2439423,FBgn0261451,trol,terribly reduced optic lobes,45320
Timepoint 4 --> 5,X,X:2527983-2571879,FBgn0003371,sgg,shaggy,31248
Timepoint 4 --> 5,X,X:2579613-2586813,FBgn0003068,per,period,31251
Timepoint 4 --> 5,X,X:2605781-2607990,FBgn0024998,CG2685,,31259
Timepoint 4 --> 5,X,X:2633120-2638099,FBgn0024980,Syx4,Syntaxin 4,31269
Timepoint 4 --> 5,X,X:2862308-3026836,FBgn0028369,kirre,kin of irre,31292
Timepoint 4 --> 5,X,X:3028905-3066295,FBgn0004647,N,Notch,31293
Timepoint 4 --> 5,X,X:3070475-3233360,FBgn0000479,dnc,dunce,31309
Timepoint 4 --> 5,X,X:3136445-3136967,FBgn0002933,ng1,new glue 1,31300
Timepoint 4 --> 5,X,X:3286519-3342976,FBgn0029657,CG12535,,31311
Timepoint 4 --> 5,X,X:3329006-3329840,FBgn0029658,CG14269,,31312
Timepoint 4 --> 5,X,X:3405354-3424695,FBgn0052791,CG32791,,31322
Timepoint 4 --> 5,X,X:3451845-3466033,FBgn0052792,CG32792,,318213
Timepoint 4 --> 5,X,X:5521698-5542510,FBgn0259994,CG42492,,8674066
Timepoint 4 --> 5,X,X:5547551-5556085,FBgn0259150,CG42265,,7354434
Timepoint 4 --> 5,X,X:5602594-5611811,FBgn0053080,CG33080,,31491
Timepoint 4 --> 5,X,X:5712597-5733606,FBgn0029814,CG15765,,31513
Timepoint 4 --> 5,X,X:5860314-5880729,FBgn0029830,Grip,Glutamate receptor binding protein,50391
Timepoint 4 --> 5,X,X:6434804-6483206,FBgn0085446,CG34417,,31591
Timepoint 4 --> 5,X,X:6483323-6484679,FBgn0029877,CG17717,,31592
Timepoint 4 --> 5,X,X:6494098-6546131,FBgn0029881,pigs,pickled eggs,31596
Timepoint 4 --> 5,X,X:6650355-6664330,FBgn0029899,CG14438,,31615
Timepoint 4 --> 5,X,X:6665477-6673692,FBgn0003390,shf,shifted,31617
Timepoint 4 --> 5,X,X:6675449-6697579,FBgn0259228,C3G,C3G,31618
Timepoint 4 --> 5,X,X:6733455-6737953,FBgn0029911,CG14435,,31628
Timepoint 4 --> 5,X,X:6811593-6859825,FBgn0029922,CG14431,,31639
Timepoint 4 --> 5,X,X:8732356-8766807,FBgn0030065,CG12075,,31815
Timepoint 4 --> 5,X,X:8801101-8919841,FBgn0261549,rdgA,retinal degeneration A,50404
Timepoint 4 --> 5,X,X:8866940-8943020,FBgn0030073,CG10962,,31824
Timepoint 4 --> 5,X,X:8948731-8962016,FBgn0030077,CG15365,,31829
Timepoint 4 --> 5,X,X:8976668-8979900,FBgn0052707,APC4,Anaphase Promoting Complex 4,31835
Timepoint 4 --> 5,X,X:9042127-9043092,FBgn0030092,fh,frataxin homolog,31845
Timepoint 4 --> 5,X,X:9047271-9050721,FBgn0004828,His3.3B,Histone H3.3B,31848
Timepoint 4 --> 5,X,X:9054150-9056074,FBgn0030096,Zpr1,Zpr1,31851
Timepoint 4 --> 5,X,X:9139948-9141369,FBgn0000077,amx,almondex,43869
Timepoint 4 --> 5,X,X:9253877-9394162,FBgn0261260,Megalin,Megalin,8674055
Timepoint 4 --> 5,X,X:9400744-9445262,FBgn0052700,CG32700,,31896
Timepoint 4 --> 5,X,X:9445638-9447703,FBgn0028327,l(1)G0320,lethal (1) G0320,326234
Timepoint 1 --> 5,2L,2L:10281943-10292278,FBgn0032208,CG5604,,34378
Timepoint 1 --> 5,2L,2L:10341621-10342527,FBgn0051715,CG31715,,318909
Timepoint 1 --> 5,2L,2L:10382253-10384730,FBgn0032235,CG5096,,34410
Timepoint 1 --> 5,2L,2L:10403197-10405175,FBgn0032240,CG17768,,3772012
Timepoint 1 --> 5,2L,2L:10403197-10405175,FBgn0067622,LSm-4,Like Sm protein 4,3772280
Timepoint 1 --> 5,2L,2L:10414034-10418991,FBgn0032243,Klp31E,Klp31E,34422
Timepoint 1 --> 5,2L,2L:10463336-10474347,FBgn0051719,RluA-1,RluA-1,34438
Timepoint 1 --> 5,2L,2L:10477114-10482975,FBgn0032256,RluA-2,RluA-2,34440
Timepoint 1 --> 5,2L,2L:10491682-10506778,FBgn0086347,Myo31DF,Myosin 31DF,34445
Timepoint 1 --> 5,2L,2L:10511252-10517216,FBgn0021953,Fatp,Fatty acid (long chain) transport protein,44227
Timepoint 1 --> 5,2L,2L:10544881-10627374,FBgn0051721,Trim9,Trim9,34453
Timepoint 1 --> 5,2L,2L:10686391-10686988,FBgn0032283,CG7296,,34469
Timepoint 1 --> 5,2L,2L:10740786-10743934,FBgn0032296,CG6729,,34484
Timepoint 1 --> 5,2L,2L:10744075-10756316,FBgn0032297,CG17124,,34485
Timepoint 1 --> 5,2L,2L:10772038-10801107,FBgn0051869,CG31869,,34490
Timepoint 1 --> 5,2L,2L:10804269-10838448,FBgn0011676,Nos,Nitric oxide synthase,34495
Timepoint 1 --> 5,2L,2L:10820710-10821968,FBgn0032304,CG17134,,34494
Timepoint 1 --> 5,2L,2L:10917139-10964128,FBgn0261871,dpr2,,3346227
Timepoint 1 --> 5,2L,2L:11013221-11066997,FBgn0032330,Samuel,SAM-motif ubiquitously expressed punctatedly localized protein,34530
Timepoint 1 --> 5,2L,2L:11076165-11081402,FBgn0032336,Ast-C,Allatostatin C,34537
Timepoint 1 --> 5,2L,2L:11095353-11100866,FBgn0032340,Ge-1,,34541
Timepoint 1 --> 5,2L,2L:11100963-11106652,FBgn0032341,Reps,,34542
Timepoint 1 --> 5,2L,2L:11106912-11110851,FBgn0261983,l(2)gd1,lethal (2) giant discs 1,34543
Timepoint 1 --> 5,2L,2L:11114183-11115755,FBgn0041246,Gr32a,Gustatory receptor 32a,34545
Timepoint 1 --> 5,2L,2L:11115636-11120314,FBgn0027582,CG6230,,34546
Timepoint 1 --> 5,2L,2L:11120641-11121683,FBgn0032345,CG14921,,34547
Timepoint 1 --> 5,2L,2L:11123779-11129335,FBgn0262647,Nup160,Nucleoporin 160,34549
Timepoint 1 --> 5,2L,2L:11128930-11130645,FBgn0028700,RfC38,Replication factor C 38kD subunit,34550
Timepoint 1 --> 5,2L,2L:11130741-11136003,FBgn0032348,CG4751,,34551
Timepoint 1 --> 5,2L,2L:11136395-11138567,FBgn0040211,hgo,homogentisate 1%2C2-dioxygenase,34552
Timepoint 1 --> 5,2L,2L:11138801-11148875,FBgn0010197,Gyc32E,Guanyl cyclase at 32E,34553
Timepoint 1 --> 5,2L,2L:11210681-11261080,FBgn0259750,ab,abrupt,34560
Timepoint 1 --> 5,2L,2L:11269727-11279847,FBgn0052831,CG33695,,3772186
Timepoint 1 --> 5,2L,2L:11269727-11279847,FBgn0040233,cana,CENP-ana,3771934
Timepoint 1 --> 5,2L,2L:12175448-12177886,FBgn0032422,atilla,atilla,34647
Timepoint 1 --> 5,2L,2L:12205843-12312795,FBgn0000114,aret,arrest,34648
Timepoint 1 --> 5,2L,2L:12344381-12397528,FBgn0262475,bru-2,bruno-2,250811
Timepoint 1 --> 5,2L,2L:12429827-12430892,FBgn0032431,CG5435,,34657
Timepoint 1 --> 5,2L,2L:12452061-12453230,FBgn0032436,CG5418,,34663
Timepoint 1 --> 5,2L,2L:12456577-12546630,FBgn0259176,bun,bunched,34665
Timepoint 1 --> 5,2L,2L:12587871-12628143,FBgn0085424,nub,nubbin,34669
Timepoint 1 --> 5,2L,2L:12657829-12686313,FBgn0004394,pdm2,POU domain protein 2,34673
Timepoint 1 --> 5,2L,2L:12719071-12744809,FBgn0032456,MRP,Multidrug-Resistance like Protein 1,34686
Timepoint 1 --> 5,2L,2L:12925619-12929755,FBgn0040506,ACXE,ACXE,53426
Timepoint 1 --> 5,2L,2L:13022671-13060115,FBgn0262160,CG9932,,34701
Timepoint 1 --> 5,2L,2L:13246231-13250193,FBgn0032495,CG16820,,34730
Timepoint 1 --> 5,2L,2L:13261010-13284043,FBgn0032497,CG6043,,34732
Timepoint 1 --> 5,2L,2L:13290006-13301668,FBgn0051729,CG31729,,34736
Timepoint 1 --> 5,2L,2L:13307814-13331100,FBgn0032504,CG16970,,34740
Timepoint 1 --> 5,2L,2L:13461781-13485098,FBgn0051846,CR31846,,10178826
Timepoint 1 --> 5,2L,2L:13475160-13500427,FBgn0261855,CG42784,,34765
Timepoint 1 --> 5,2L,2L:13550141-13638238,FBgn0259984,kuz,kuzbanian,34772
Timepoint 1 --> 5,2L,2L:13639519-13642360,FBgn0028546,ics,icarus,34774
Timepoint 1 --> 5,2L,2L:13708215-13710592,FBgn0028848,CG7311,,34776
Timepoint 1 --> 5,2L,2L:13676860-13717310,FBgn0051814,CG31814,,318958
Timepoint 1 --> 5,2L,2L:13835567-13898715,FBgn0028509,cenG1A,centaurin gamma 1A,34803
Timepoint 1 --> 5,2L,2L:138384-140992,FBgn0051976,CG31976,,326181
Timepoint 1 --> 5,2L,2L:114726-156030,FBgn0031228,CG11455,,33179
Timepoint 1 --> 5,2L,2L:138384-140992,FBgn0051975,CG31975,,319052
Timepoint 1 --> 5,2L,2L:13914725-13955757,FBgn0032536,Ance-3,Ance-3,34808
Timepoint 1 --> 5,2L,2L:13944752-13947472,FBgn0028544,CG16884,,34812
Timepoint 1 --> 5,2L,2L:13982726-14001252,FBgn0003255,rk,rickets,34819
Timepoint 1 --> 5,2L,2L:14013748-14019328,FBgn0027348,bgm,bubblegum,44117
Timepoint 1 --> 5,2L,2L:14040171-14089437,FBgn0028875,nAcRalpha-34E,nicotinic Acetylcholine Receptor alpha 34E,34826
Timepoint 1 --> 5,2L,2L:14109597-14110739,FBgn0051769,CG31769,,318934
Timepoint 1 --> 5,2L,2L:14134917-14159075,FBgn0028906,CG17341,,34829
Timepoint 1 --> 5,2L,2L:14163508-14180681,FBgn0263038,CG43333,,NA
Timepoint 1 --> 5,2L,2L:14424413-14425131,FBgn0028871,Cpr35B,Cuticular protein 35B,34846
Timepoint 1 --> 5,2L,2L:14524926-14525625,FBgn0053648,CG33648,,3772188
Timepoint 1 --> 5,2L,2L:14563072-14563726,FBgn0028913,CG3473,,34849
Timepoint 1 --> 5,2L,2L:14599776-14689325,FBgn0003016,osp,outspread,34850
Timepoint 1 --> 5,2L,2L:14724658-14730001,FBgn0261571,CG42685,,2768913
Timepoint 1 --> 5,2L,2L:14870371-14872022,FBgn0032553,CG4480,,34864
Timepoint 1 --> 5,2L,2L:14907570-14972300,FBgn0259213,CG42313,,3346206
Timepoint 1 --> 5,2L,2L:15006583-15007404,FBgn0261881,l(2)35Be,lethal (2) 35Be,34874
Timepoint 1 --> 5,2L,2L:15009941-15011764,FBgn0001974,l(2)35Bd,lethal (2) 35Bd,34877
Timepoint 1 --> 5,2L,2L:15026909-15029513,FBgn0053310,CG33310,,2768910
Timepoint 1 --> 5,2L,2L:15017154-15034704,FBgn0260446,GABA-B-R1,metabotropic GABA-B receptor subtype 1,34878
Timepoint 1 --> 5,2L,2L:15061656-15074311,FBgn0262526,vas,vasa,34884
Timepoint 1 --> 5,2L,2L:15064198-15070316,FBgn0024183,vig,vasa intronic gene,34885
Timepoint 1 --> 5,2L,2L:15074776-15096915,FBgn0028879,CG15270,,34886
Timepoint 1 --> 5,2L,2L:15113482-15118070,FBgn0001978,stc,shuttle craft,34888
Timepoint 1 --> 5,2L,2L:15162107-15178320,FBgn0028888,CG4168,,34889
Timepoint 1 --> 5,2L,2L:15228728-15247832,FBgn0028516,ZnT35C,,34890
Timepoint 1 --> 5,2L,2L:15266029-15272011,FBgn0261268,Cul-3,Cullin-3,34896
Timepoint 1 --> 5,2L,2L:15499110-15505018,FBgn0002524,lace,lace,34910
Timepoint 1 --> 5,2L,2L:15550410-15552029,FBgn0028880,CG15256,,34911
Timepoint 1 --> 5,2L,2L:15552723-15583579,FBgn0028370,kek3,kekkon-3,34912
Timepoint 1 --> 5,2L,2L:156029-157666,FBgn0031229,CG3436,,33180
Timepoint 1 --> 5,2L,2L:15727762-15748155,FBgn0010382,CycE,Cyclin E,34924
Timepoint 1 --> 5,2L,2L:15749601-15751054,FBgn0001989,l(2)35Di,lethal (2) 35Di,34925
Timepoint 1 --> 5,2L,2L:15751557-15751682,FBgn0003936,snRNA:U5:35D,small nuclear RNA U5 at 35EF,3772527
Timepoint 1 --> 5,2L,2L:15756001-15762755,FBgn0001987,Gli,Gliotactin,34927
Timepoint 1 --> 5,2L,2L:15764230-15766128,FBgn0028507,CG3793,,34928
Timepoint 1 --> 5,2L,2L:15898920-15900487,FBgn0051823,CG31823,,326163
Timepoint 1 --> 5,2L,2L:15905134-15962432,FBgn0028645,beat-Ib,beaten path Ib,34939
Timepoint 1 --> 5,2L,2L:16294207-16295997,FBgn0001992,Cyp303a1,Cyp303a1,49165
Timepoint 1 --> 5,2L,2L:16296049-16299875,FBgn0028375,heix,heixuedian,34961
Timepoint 1 --> 5,2L,2L:16301656-16302952,FBgn0028894,CG5869,,34963
Timepoint 1 --> 5,2L,2L:16303260-16305941,FBgn0028525,c(2)M,crossover suppressor on 2 of Manheim,34964
Timepoint 1 --> 5,2L,2L:16307359-16309273,FBgn0011708,Syx5,Syntaxin 5,34966
